City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,guaraciaba do norte,-4.1669,-40.7475,18.32,88,13,0.33,BR,1717645884
363,waliso,8.5333,37.9833,15.64,90,95,0.86,ET,1717645884
364,visby,57.6409,18.296,13.12,71,51,4.12,SE,1717645665
365,datong,40.0936,113.2914,22.36,47,100,2.94,CN,1717645885
366,port-gentil,-0.7193,8.7815,24.93,84,98,5.75,GA,1717645885
367,egilsstadir,65.2653,-14.3948,3.95,65,75,4.12,IS,1717645885
368,mazidagi,37.4775,40.4881,26.5,35,0,3.14,TR,1717645885
369,harstad,68.799,16.5293,18.66,64,39,4.86,NO,1717645885
370,pisco,-13.7,-76.2167,16.03,94,100,1.54,PE,1717645885
371,alo,7.4178,6.7371,23.85,98,51,1.45,NG,1717645885
372,fort bragg,35.139,-79.006,25.46,81,100,3.6,US,1717645885
373,baillif,16.0202,-61.7463,26.72,75,100,6.72,GP,1717645885
374,touros,-5.1989,-35.4608,23.68,93,41,4.19,BR,1717645856
375,tarkwa,5.3064,-1.9847,23.04,98,100,0.51,GH,1717645885
376,hohhot,40.8106,111.6522,20.16,68,40,1.0,CN,1717645685
377,woolgoolga,-30.1106,153.2007,18.93,68,51,1.89,AU,1717645886
378,alesund,62.4723,6.1549,10.97,66,75,4.12,NO,1717645886
379,corinto,37.9407,22.9573,26.24,46,27,1.56,GR,1717645886
380,vadso,70.0744,29.7487,7.49,87,40,5.66,NO,1717645886
381,kyshtovka,56.555,76.6271,15.75,96,100,2.24,RU,1717645886
382,kerikeri,-35.2268,173.9474,17.73,78,98,3.13,NZ,1717645886
383,puente-genil,37.3894,-4.7669,20.97,41,85,1.91,ES,1717645886
384,springbok,-29.6643,17.8865,7.62,96,99,5.99,ZA,1717645886
385,kolonia town,6.964,158.206,30.06,79,100,5.66,FM,1717645887
386,saraykent,39.6936,35.5111,20.09,67,1,1.51,TR,1717645887
387,lugovoye,42.9094,72.7178,24.74,29,70,1.58,KZ,1717645887
388,pauini,-7.7136,-66.9764,24.26,69,52,0.65,BR,1717645887
389,tabalah,19.95,42.4,26.58,13,0,0.44,SA,1717645887
390,revelstoke,50.9832,-118.2023,16.01,48,0,1.03,CA,1717645887
391,oranjemund,-28.55,16.4333,12.79,86,9,6.59,NA,1717645887
392,fort st. john,56.2499,-120.8529,14.94,29,20,9.26,CA,1717645690
393,ola,59.5833,151.2833,8.12,78,95,2.5,RU,1717645887
394,cavelossim,15.1726,73.9419,26.99,68,100,1.07,IN,1717645888
395,vega de alatorre,20.0333,-96.6333,29.62,62,0,3.82,MX,1717645820
396,quellon,-43.1167,-73.6167,11.17,95,100,5.74,CL,1717645642
397,williston,48.147,-103.618,17.12,40,7,1.79,US,1717645836
398,balakhta,55.38,91.6,9.64,78,100,5.04,RU,1717645888
399,laela,-8.5667,32.05,11.34,63,65,1.9,TZ,1717645888
400,kuala terengganu,5.3302,103.1408,31.97,70,20,1.54,MY,1717645888
401,novyy urengoy,66.0833,76.6333,0.06,93,99,3.09,RU,1717645888
402,erenhot,43.6475,111.9767,22.11,22,96,6.82,CN,1717645888
403,zeya,53.75,127.2667,23.05,41,20,3.0,RU,1717645888
404,los andes,-32.8337,-70.5983,12.78,57,100,0.75,CL,1717645888
405,san carlos de bariloche,-41.1456,-71.3082,4.86,93,40,1.03,AR,1717645888
406,cabo san lucas,22.8909,-109.9124,27.56,76,1,6.84,MX,1717645850
407,san fernando,15.0286,120.6898,31.85,53,100,1.57,PH,1717645889
408,sorong,-0.8833,131.25,29.7,66,100,3.17,ID,1717645889
409,namibe,-15.1961,12.1522,15.95,76,2,3.8,AO,1717645889
410,szigetvar,46.0486,17.8055,16.53,88,3,1.61,HU,1717645889
411,bandundu,-3.3167,17.3667,22.88,82,100,1.36,CD,1717645889
412,kindia,10.0569,-12.8658,23.33,95,100,1.3,GN,1717645889
413,byron bay,-28.65,153.6167,20.95,67,2,2.38,AU,1717645889
414,pangkalanbuun,-2.6833,111.6167,32.5,50,31,2.17,ID,1717645889
415,al matlin,37.2452,10.05,17.77,76,0,2.79,TN,1717645889
416,xilin hot,43.9667,116.0333,23.38,26,68,9.78,CN,1717645889
417,moyale,3.5167,39.0584,18.78,94,78,4.42,KE,1717645890
418,guarapari,-20.6667,-40.4975,21.6,82,89,1.3,BR,1717645703
419,san patricio,28.017,-97.5169,28.94,86,71,3.24,US,1717645890
420,south hedland,-20.4089,118.5983,25.96,25,0,9.26,AU,1717645890
421,ocean city,39.2776,-74.5746,21.21,92,100,3.13,US,1717645890
422,val-d'or,48.1002,-77.7828,23.05,64,0,5.66,CA,1717645890
423,san francisco de la paz,14.9,-86.2,23.36,90,100,0.75,HN,1717645890
424,plettenberg bay,-34.0527,23.3716,12.18,73,0,3.12,ZA,1717645890
425,melilla,35.2937,-2.9383,21.21,83,0,2.06,ES,1717645742
426,douentza,14.9951,-2.9517,33.62,26,17,2.12,ML,1717645890
427,al jawf,29.5,38.75,28.11,24,0,3.06,SA,1717645890
428,zaozersk,69.4005,32.4476,8.41,72,97,1.85,RU,1717645890
429,tamiahua,21.2667,-97.45,26.97,92,3,1.73,MX,1717645891
430,parabel',58.6978,81.4825,15.11,63,73,3.3,RU,1717645891
431,solnechnyy,50.7214,136.6319,14.46,59,100,2.1,RU,1717645891
432,belgrade,44.804,20.4651,15.81,89,0,1.54,RS,1717645323
433,iacu,-12.7672,-40.2117,20.53,91,99,0.63,BR,1717645891
434,uturoa,-16.7333,-151.4333,27.0,82,68,4.1,PF,1717645891
435,jatai,-17.8814,-51.7144,17.0,60,0,0.69,BR,1717645691
436,qobustan,40.0824,49.412,25.05,52,0,2.82,AZ,1717645891
437,santa cruz,-17.8,-63.1667,20.7,83,0,2.57,BO,1717645614
438,turpan,42.9333,89.1667,32.29,10,0,2.61,CN,1717645891
439,ingeniero jacobacci,-41.3427,-69.5448,4.82,88,65,1.45,AR,1717645891
440,anloga,5.7947,0.8973,26.77,82,100,4.59,GH,1717645891
441,dashitou,43.3067,128.5114,20.79,49,100,3.97,CN,1717645892
442,bubaque,11.2833,-15.8333,26.66,80,99,5.64,GW,1717645892
443,ixtapa,20.7,-105.2,21.92,83,1,1.19,MX,1717645892
444,pratapgarh,24.0333,74.7833,32.44,42,0,5.58,IN,1717645892
445,arrah,25.5667,84.6667,30.94,28,0,2.88,IN,1717645892
446,kone,-21.0595,164.8658,26.38,63,88,1.2,NC,1717645892
447,chu,43.5983,73.7614,25.51,30,76,2.28,KZ,1717645892
448,daru,-9.0763,143.2092,26.7,83,89,5.1,PG,1717645892
449,masuguru,-11.3667,38.4167,19.44,95,33,0.62,TZ,1717645892
450,tadmur,34.5608,38.2805,30.14,21,0,2.18,SY,1717645892
451,kasongo-lunda,-6.4667,16.8167,18.93,78,98,0.62,CD,1717645893
452,vila franca do campo,37.7167,-25.4333,18.27,99,72,3.95,PT,1717645893
453,tomatlan,19.9333,-105.25,21.94,86,1,0.41,MX,1717645893
454,ulsteinvik,62.3432,5.8487,10.97,72,96,4.02,NO,1717645893
455,port lincoln,-34.7333,135.8667,15.58,64,69,3.88,AU,1717645824
456,kattivakkam,13.2167,80.3167,29.05,87,100,3.77,IN,1717645893
457,qa'en,33.7265,59.1844,21.18,26,16,5.18,IR,1717645893
458,hotan,37.0997,79.9269,25.03,18,100,2.9,CN,1717645893
459,keetmanshoop,-26.5833,18.1333,6.31,82,3,3.2,NA,1717645893
460,bereeda,11.8704,51.0579,32.1,57,92,2.0,SO,1717645893
461,guerrero negro,27.9769,-114.0611,16.81,84,3,6.29,MX,1717645893
462,kismayo,-0.3582,42.5454,26.58,79,14,6.87,SO,1717645894
463,port moresby,-9.4431,147.1797,29.68,70,75,5.14,PG,1717645649
464,tommot,58.9564,126.2925,16.41,29,26,5.9,RU,1717645894
465,kenora,49.8167,-94.4337,15.54,72,75,4.12,CA,1717645894
466,moab,38.5733,-109.5498,30.03,16,0,2.94,US,1717645894
467,chinde,26.8418,88.0763,24.13,66,4,2.28,NP,1717645894
468,norrtalje,59.758,18.705,11.58,65,92,2.75,SE,1717645894
469,bulnes,-36.7423,-72.2985,12.42,94,100,8.06,CL,1717645894
470,mutare,-18.9707,32.6709,14.82,66,0,0.98,ZW,1717645894
471,emporia,38.4039,-96.1817,23.11,68,0,5.14,US,1717645894
472,kushk,33.2957,61.9522,25.7,18,0,9.79,AF,1717645895
473,guangyuan,32.442,105.823,23.2,71,99,1.51,CN,1717645895
474,keningau,5.3378,116.1602,22.9,100,100,0.65,MY,1717645895
475,duyun,26.2667,107.5167,23.56,78,75,1.35,CN,1717645895
476,petrolina,-9.3986,-40.5008,23.03,88,75,3.6,BR,1717645895
477,igarka,67.4667,86.5833,0.57,82,85,1.79,RU,1717645895
478,samalut,28.3121,30.7101,27.03,39,1,5.92,EG,1717645895
479,el bauga,18.262,33.9081,34.48,29,0,8.37,SD,1717645895
480,caleta de carquin,-11.0925,-77.6267,17.64,84,44,2.8,PE,1717645895
481,conceicao do araguaia,-8.2578,-49.2647,24.2,57,88,1.12,BR,1717645895
482,mermoz boabab,14.7065,-17.4758,23.88,88,40,4.12,SN,1717645895
483,ambodifotatra,-16.9833,49.85,22.03,94,100,5.14,MG,1717645896
484,laojunmiao,39.8333,97.7333,18.61,25,29,1.69,CN,1717645896
485,kroya,-7.6331,109.2461,33.02,65,0,4.56,ID,1717645896
486,cape coast,5.1053,-1.2466,25.69,87,100,3.05,GH,1717645896
487,pula,44.8683,13.8481,16.31,100,8,3.09,HR,1717645896
488,remire-montjoly,4.9167,-52.2667,25.02,100,40,0.0,GF,1717645896
489,neya,58.2972,43.8681,18.7,86,58,1.87,RU,1717645896
490,hasaki,35.7333,140.8333,25.16,68,100,4.7,JP,1717645896
491,bardai,11.65,7.2333,24.51,73,100,2.87,NG,1717645896
492,villa ojo de agua,-29.5,-63.6938,14.17,81,73,2.55,AR,1717645896
493,minas de marcona,-15.2119,-75.1103,13.12,80,0,1.93,PE,1717645896
494,tarariras,-34.2833,-57.6167,14.53,95,100,2.69,UY,1717645896
495,mahajanga,-15.7167,46.3167,19.01,82,20,1.54,MG,1717645897
496,verkhnevilyuysk,63.4453,120.3167,19.87,27,100,5.73,RU,1717645897
497,zhabinka,52.1984,24.0115,15.09,82,15,2.5,BY,1717645897
498,yatou,37.15,122.3833,25.47,41,0,5.7,CN,1717645897
499,coahuayana de hidalgo,18.7,-103.6583,22.33,89,4,1.2,MX,1717645897
500,lucapa,-8.4192,20.7447,19.2,48,42,0.76,AO,1717645897
501,akureyri,65.6835,-18.0878,1.96,93,100,11.32,IS,1717645897
502,talcahuano,-36.7167,-73.1167,12.82,100,100,6.17,CL,1717645628
503,ryl'sk,51.5655,34.6822,16.15,92,18,3.05,RU,1717645897
504,tobelo,1.7284,128.0095,27.9,78,100,0.73,ID,1717645898
505,pemangkat,1.1667,108.9667,30.66,66,55,3.19,ID,1717645898
506,misratah,32.3754,15.0925,21.54,87,0,9.12,LY,1717645898
507,port macquarie,-31.4333,152.9167,19.94,77,7,2.98,AU,1717645628
508,abashiri,44.0213,144.2697,11.16,71,75,2.57,JP,1717645773
509,tanout,14.9709,8.8879,28.27,43,41,4.1,NE,1717645898
510,ainaro,-8.9924,125.5082,21.94,85,100,2.07,TL,1717645898
511,kudat,6.8837,116.8477,30.96,70,20,5.14,MY,1717645898
512,urrao,6.3152,-76.1342,15.78,98,88,1.15,CO,1717645898
513,wynyard,-41.0,145.7167,14.26,71,0,2.31,AU,1717645898
514,rio grande,-32.035,-52.0986,14.97,94,16,3.73,BR,1717645898
515,nova sintra,14.8667,-24.7167,23.71,81,74,4.02,CV,1717645899
516,bei'an,24.5399,109.533,27.45,68,59,2.57,CN,1717645899
517,saint-pierre,-21.3393,55.4781,21.82,73,20,6.17,RE,1717645899
518,champerico,14.3,-91.9167,28.42,78,100,1.49,GT,1717645899
519,tindouf,27.6711,-8.1474,19.25,72,0,5.14,DZ,1717645899
520,alvorada,-12.48,-49.1247,22.57,51,9,2.11,BR,1717645899
521,weno,7.4515,151.8468,30.97,89,75,3.6,FM,1717645899
522,awjilah,29.1081,21.2869,31.48,14,0,2.89,LY,1717645899
523,cururupu,-1.8283,-44.8683,22.56,100,4,0.23,BR,1717645899
524,afif,23.9065,42.9172,31.43,10,0,4.62,SA,1717645900
525,boende,-0.2167,20.8667,21.5,97,86,0.91,CD,1717645900
526,bulayevo,54.9056,70.4439,19.08,86,96,5.94,KZ,1717645900
527,lugus,5.7036,120.8203,29.15,69,100,2.33,PH,1717645900
528,barranca,-10.75,-77.7667,17.13,85,35,2.34,PE,1717645900
529,winnemucca,40.973,-117.7357,31.03,18,0,2.06,US,1717645900
530,jining,35.405,116.5814,30.3,27,69,4.14,CN,1717645900
531,barclayville,4.6797,-8.2339,24.72,90,99,1.24,LR,1717645900
532,singkil,-7.9855,111.4161,30.16,64,8,3.31,ID,1717645900
533,abaza,52.655,90.0928,13.66,77,98,1.79,RU,1717645900
534,rio blanco,18.8333,-97.15,23.39,51,100,0.75,MX,1717645901
535,raduzhny,62.0961,77.475,12.33,47,74,3.76,RU,1717645901
536,alice springs,-23.7,133.8833,13.75,58,40,6.69,AU,1717645650
537,pukchil-lodongjagu,40.2019,125.7483,24.19,37,70,3.49,KP,1717645901
538,amboasary,-25.0333,46.3833,19.46,86,0,1.41,MG,1717645901
539,presidente medici,-11.1753,-61.9014,21.99,65,65,0.76,BR,1717645901
540,bonthe,7.5264,-12.505,26.1,89,100,2.35,SL,1717645901
541,taroa,8.7058,171.2275,28.22,79,44,5.66,MH,1717645901
542,akhty,41.4597,47.7312,20.93,56,2,1.14,RU,1717645902
543,eyl,7.9803,49.8164,28.74,65,95,9.25,SO,1717645902
544,linhares,-19.3911,-40.0722,19.06,96,11,2.02,BR,1717645902
545,dakhla,23.6848,-15.958,19.03,89,0,7.64,EH,1717645902
546,jamaame,0.0697,42.745,26.53,78,16,5.39,SO,1717645902
547,farasan,16.7022,42.1183,30.36,73,50,2.83,SA,1717645902
548,severo-yeniseyskiy,60.3725,93.0408,10.32,58,93,4.92,RU,1717645902
549,plastun,44.7561,136.2939,14.32,70,97,3.09,RU,1717645902
550,east london,-33.0153,27.9116,14.52,54,0,4.63,ZA,1717645902
551,hayes,51.5158,-0.4234,11.04,84,100,2.57,GB,1717645902
552,toliara,-23.35,43.6667,21.11,70,0,2.83,MG,1717645903
553,cromer,52.9312,1.2989,10.04,80,100,5.62,GB,1717645903
554,sandnessjoen,66.0217,12.6316,8.29,93,75,2.06,NO,1717645903
555,barra de santo antonio,-9.4047,-35.5072,24.6,86,100,4.16,BR,1717645903
556,igurusi,-8.85,33.85,13.69,70,13,1.44,TZ,1717645903
557,kermit,31.8576,-103.0927,31.91,40,0,7.72,US,1717645903
558,penzance,50.1186,-5.5371,11.38,74,40,6.74,GB,1717645689
559,white hall,34.274,-92.091,23.84,87,0,2.06,US,1717645903
560,patterson,37.4716,-121.1297,33.86,56,1,2.63,US,1717645903
561,san jose del guaviare,2.5729,-72.6459,22.79,98,100,2.25,CO,1717645903
562,wucheng,29.6008,118.175,24.97,64,81,1.65,CN,1717645903
563,prainha,-1.8,-53.48,23.28,97,9,0.78,BR,1717645903
564,songea,-10.6833,35.65,17.25,70,75,0.4,TZ,1717645904
565,manta,-0.95,-80.7333,22.88,83,40,4.63,EC,1717645806
